Geneid	gene_name	SRR6780155_1Aligned.sortedByCoord.out.bam
gene-LOC107068911	LOC107068911	2
gene-LOC107068917	LOC107068917	1
gene-LOC107069947	LOC107069947	3
gene-LOC107069924	LOC107069924	2
gene-LOC107068922	LOC107068922	0
gene-LOC107069975	LOC107069975	0
gene-LOC107068929	LOC107068929	0
gene-LOC107069953	LOC107069953	305
gene-LOC107069937	LOC107069937	15
gene-LOC107068934	LOC107068934	4
gene-LOC107069876	LOC107069876	44
gene-LOC107071878	LOC107071878	28
gene-LOC107071884	LOC107071884	8
gene-LOC107071896	LOC107071896	40
gene-LOC107071916	LOC107071916	18
gene-LOC107071921	LOC107071921	120
gene-LOC107072034	LOC107072034	120
gene-LOC107069397	LOC107069397	349
gene-LOC107069412	LOC107069412	694
gene-LOC107069424	LOC107069424	299
gene-LOC107069429	LOC107069429	160
gene-LOC107069441	LOC107069441	806
gene-LOC107070133	LOC107070133	55
gene-LOC107070142	LOC107070142	1097
gene-LOC107070149	LOC107070149	33
gene-LOC107070159	LOC107070159	63
gene-LOC107070177	LOC107070177	141
gene-LOC107070167	LOC107070167	318
gene-LOC107070154	LOC107070154	198
gene-LOC107070182	LOC107070182	115
gene-LOC107070186	LOC107070186	146
gene-LOC107070731	LOC107070731	86
gene-LOC107070739	LOC107070739	75
gene-LOC107070745	LOC107070745	108
gene-LOC107070751	LOC107070751	165
gene-LOC107070768	LOC107070768	433
gene-LOC107070761	LOC107070761	460
gene-LOC107068942	LOC107068942	165
gene-LOC107071324	LOC107071324	359
gene-LOC107069234	LOC107069234	362
gene-LOC107072116	LOC107072116	287
gene-LOC107072123	LOC107072123	14
gene-LOC107072020	LOC107072020	79
gene-LOC107072006	LOC107072006	77
gene-LOC107070842	LOC107070842	24
gene-LOC107070833	LOC107070833	86
gene-LOC107070848	LOC107070848	122
gene-LOC107072027	LOC107072027	399
gene-LOC107072209	LOC107072209	29
gene-LOC107068950	LOC107068950	0
gene-LOC107071666	LOC107071666	172
gene-LOC107071688	LOC107071688	96
gene-LOC107071678	LOC107071678	849
gene-LOC107071656	LOC107071656	233
gene-LOC107071014	LOC107071014	301
gene-LOC107071006	LOC107071006	321
gene-LOC107068958	LOC107068958	0
gene-LOC107071028	LOC107071028	3
gene-LOC107071019	LOC107071019	333
gene-LOC107071037	LOC107071037	208
gene-LOC107070682	LOC107070682	221
gene-LOC107070626	LOC107070626	101
gene-LOC107070609	LOC107070609	7
gene-LOC107070717	LOC107070717	4
gene-LOC107070649	LOC107070649	171
gene-LOC107070722	LOC107070722	265
gene-LOC107071277	LOC107071277	159
gene-LOC107071292	LOC107071292	88
gene-LOC107071300	LOC107071300	170
gene-LOC107071318	LOC107071318	28
gene-LOC107071308	LOC107071308	7
gene-LOC107069225	LOC107069225	114
gene-LOC107072108	LOC107072108	519
gene-LOC107070042	LOC107070042	895
gene-LOC107070090	LOC107070090	198
gene-LOC107070098	LOC107070098	143
gene-LOC107070106	LOC107070106	67
gene-LOC107070124	LOC107070124	86
gene-LOC107071489	LOC107071489	196
gene-LOC107071475	LOC107071475	321
gene-LOC107071219	LOC107071219	0
gene-LOC107071231	LOC107071231	1
gene-LOC107071224	LOC107071224	23
gene-LOC107071213	LOC107071213	0
gene-LOC107071539	LOC107071539	223
gene-LOC107071987	LOC107071987	190
gene-LOC107071994	LOC107071994	76
gene-LOC107069241	LOC107069241	41
gene-LOC107071248	LOC107071248	263
gene-LOC107071256	LOC107071256	1082
gene-LOC107069634	LOC107069634	383
gene-LOC107068969	LOC107068969	26
gene-LOC107069658	LOC107069658	1293
gene-LOC107069650	LOC107069650	23
gene-LOC107071339	LOC107071339	308
gene-LOC107071329	LOC107071329	341
gene-LOC107071549	LOC107071549	45
gene-LOC107071925	LOC107071925	287
gene-LOC107071391	LOC107071391	46
gene-LOC107071445	LOC107071445	25
gene-LOC107071439	LOC107071439	470
gene-LOC107068980	LOC107068980	127
gene-LOC107071419	LOC107071419	43
gene-LOC107071428	LOC107071428	85
gene-LOC107071400	LOC107071400	353
gene-LOC107072129	LOC107072129	75
gene-LOC107068987	LOC107068987	2
gene-LOC107069253	LOC107069253	0
gene-Trnad-guc-2	Trnad-guc	0
gene-LOC107068992	LOC107068992	0
gene-LOC107069001	LOC107069001	0
gene-LOC107069229	LOC107069229	27
gene-LOC107071811	LOC107071811	839
gene-LOC107072155	LOC107072155	123
gene-LOC107069246	LOC107069246	2
gene-LOC107072215	LOC107072215	21
gene-LOC107069267	LOC107069267	1
gene-LOC107072098	LOC107072098	137
gene-LOC107069010	LOC107069010	26
gene-LOC107070191	LOC107070191	52
gene-LOC107070216	LOC107070216	28
gene-LOC107070256	LOC107070256	104
gene-LOC107069015	LOC107069015	27
gene-LOC107070273	LOC107070273	1
gene-LOC107070244	LOC107070244	404
gene-LOC107070226	LOC107070226	442
gene-LOC107072135	LOC107072135	33
gene-LOC107072141	LOC107072141	148
gene-LOC107071185	LOC107071185	418
gene-LOC107069022	LOC107069022	1
gene-LOC107071848	LOC107071848	376
gene-LOC107071718	LOC107071718	138
gene-LOC107071733	LOC107071733	72
gene-LOC107071511	LOC107071511	80
gene-LOC107071530	LOC107071530	5200
gene-LOC107071518	LOC107071518	65
gene-LOC107069031	LOC107069031	111
gene-LOC107072000	LOC107072000	39
gene-LOC107072161	LOC107072161	3
gene-LOC107069036	LOC107069036	0
gene-LOC107069042	LOC107069042	1
gene-LOC107069049	LOC107069049	0
gene-LOC107069054	LOC107069054	0
gene-LOC107069067	LOC107069067	0
gene-LOC107071710	LOC107071710	111
gene-LOC107069310	LOC107069310	1
gene-LOC107069298	LOC107069298	524
gene-LOC107069074	LOC107069074	243
gene-LOC107069358	LOC107069358	0
gene-LOC107069349	LOC107069349	42
gene-LOC107069334	LOC107069334	441
gene-LOC107069318	LOC107069318	4
gene-LOC107069079	LOC107069079	0
gene-LOC107069086	LOC107069086	0
gene-LOC107069095	LOC107069095	0
gene-LOC107069102	LOC107069102	0
gene-LOC107069107	LOC107069107	0
gene-LOC107069286	LOC107069286	255
gene-LOC107069382	LOC107069382	113
gene-LOC107069365	LOC107069365	335
gene-LOC107070858	LOC107070858	138
gene-LOC107070898	LOC107070898	32
gene-LOC107070906	LOC107070906	99
gene-LOC107070931	LOC107070931	679
gene-LOC107071102	LOC107071102	6
gene-LOC107071083	LOC107071083	221
gene-LOC107071111	LOC107071111	52
gene-LOC107071056	LOC107071056	440
gene-LOC107071121	LOC107071121	36
gene-LOC107071116	LOC107071116	3
gene-LOC107069118	LOC107069118	35
gene-LOC107071597	LOC107071597	400
gene-LOC107071570	LOC107071570	789
gene-LOC107071584	LOC107071584	240
gene-LOC107072181	LOC107072181	114
gene-LOC107070991	LOC107070991	97
gene-LOC107070972	LOC107070972	680
gene-LOC107070996	LOC107070996	101
gene-LOC107070939	LOC107070939	571
gene-LOC107070471	LOC107070471	61
gene-LOC107070492	LOC107070492	94
gene-LOC107070374	LOC107070374	401
gene-LOC107070485	LOC107070485	2
gene-LOC107069128	LOC107069128	0
gene-LOC107071821	LOC107071821	54
gene-LOC107069215	LOC107069215	86
gene-LOC107072233	LOC107072233	18
gene-LOC107070548	LOC107070548	327
gene-LOC107070566	LOC107070566	97
gene-LOC107070577	LOC107070577	155
gene-LOC107070502	LOC107070502	341
gene-LOC107070598	LOC107070598	272
gene-LOC107070584	LOC107070584	837
gene-LOC107069133	LOC107069133	53
gene-LOC107070354	LOC107070354	571
gene-LOC107071454	LOC107071454	223
gene-LOC107071237	LOC107071237	207
gene-LOC107072203	LOC107072203	48
gene-LOC107072091	LOC107072091	130
gene-LOC107072081	LOC107072081	60
gene-LOC107070014	LOC107070014	139
gene-LOC107070020	LOC107070020	680
gene-LOC107070026	LOC107070026	101
gene-LOC107069982	LOC107069982	217
gene-LOC107070030	LOC107070030	948
gene-LOC107070034	LOC107070034	20
gene-LOC107070037	LOC107070037	8
gene-LOC107069238	LOC107069238	14
gene-LOC107071605	LOC107071605	167
gene-LOC107071610	LOC107071610	589
gene-LOC107069152	LOC107069152	1
gene-LOC107072241	LOC107072241	2
gene-LOC107072224	LOC107072224	5
gene-LOC107069169	LOC107069169	0
gene-LOC107069174	LOC107069174	1
gene-LOC107069450	LOC107069450	406
gene-LOC107069552	LOC107069552	9391
gene-LOC107071698	LOC107071698	226
gene-LOC107071705	LOC107071705	121
gene-LOC107071862	LOC107071862	152
gene-LOC107071870	LOC107071870	209
gene-LOC107069180	LOC107069180	47
gene-LOC107071628	LOC107071628	244
gene-LOC107071640	LOC107071640	623
gene-LOC107069190	LOC107069190	181
gene-LOC107071791	LOC107071791	374
gene-LOC107071797	LOC107071797	118
gene-LOC107071740	LOC107071740	338
gene-LOC107069667	LOC107069667	53
gene-LOC107069679	LOC107069679	319
gene-LOC107069693	LOC107069693	243
gene-LOC107069717	LOC107069717	195
gene-LOC107069733	LOC107069733	2760
gene-LOC107069802	LOC107069802	83
gene-LOC107069777	LOC107069777	34
gene-LOC107069739	LOC107069739	173
gene-LOC107069796	LOC107069796	8
gene-LOC107069809	LOC107069809	39
gene-LOC107072047	LOC107072047	242
gene-LOC107071950	LOC107071950	121
gene-LOC107071967	LOC107071967	0
gene-LOC107069209	LOC107069209	0
gene-LOC107073907	LOC107073907	60
gene-LOC107073906	LOC107073906	876
gene-LOC107073985	LOC107073985	46
gene-LOC107074023	LOC107074023	33
gene-LOC107073948	LOC107073948	344
gene-LOC107073950	LOC107073950	214
gene-LOC107073951	LOC107073951	48
gene-LOC107073949	LOC107073949	176
gene-LOC107074016	LOC107074016	92
gene-LOC107074015	LOC107074015	115
gene-LOC107073936	LOC107073936	106
gene-LOC107073938	LOC107073938	732
gene-LOC107073855	LOC107073855	244
gene-LOC107073857	LOC107073857	696
gene-LOC107073859	LOC107073859	99
gene-LOC107073858	LOC107073858	268
gene-LOC107073998	LOC107073998	405
gene-LOC107074011	LOC107074011	607
gene-LOC107073862	LOC107073862	112
gene-LOC107073861	LOC107073861	185
gene-LOC107073863	LOC107073863	358
gene-LOC107073865	LOC107073865	217
gene-LOC107073864	LOC107073864	165
gene-LOC107074018	LOC107074018	53
gene-LOC107072576	LOC107072576	44
gene-LOC107072585	LOC107072585	85
gene-LOC107072604	LOC107072604	34
gene-LOC107072608	LOC107072608	337
gene-LOC107072616	LOC107072616	243
gene-LOC107072622	LOC107072622	39
gene-LOC107072631	LOC107072631	616
gene-LOC107072691	LOC107072691	448
gene-LOC107072683	LOC107072683	170
gene-LOC107073960	LOC107073960	129
gene-LOC107073962	LOC107073962	30
gene-LOC107072257	LOC107072257	41
gene-Trnar-acg-3	Trnar-acg	3
gene-LOC107072740	LOC107072740	309
gene-LOC107072753	LOC107072753	255
gene-LOC107072765	LOC107072765	80
gene-LOC107072725	LOC107072725	606
gene-LOC107072773	LOC107072773	528
gene-LOC107072784	LOC107072784	488
gene-LOC107072791	LOC107072791	26
gene-LOC107072797	LOC107072797	358
gene-LOC107073943	LOC107073943	540
gene-LOC107074026	LOC107074026	13
gene-LOC107073914	LOC107073914	115
gene-LOC107073912	LOC107073912	212
gene-LOC107073913	LOC107073913	514
gene-LOC107073915	LOC107073915	147
gene-LOC107073966	LOC107073966	240
gene-LOC107073968	LOC107073968	99
gene-LOC107073997	LOC107073997	681
gene-LOC107073866	LOC107073866	1043
gene-LOC107073867	LOC107073867	3
gene-LOC107073891	LOC107073891	422
gene-LOC107073892	LOC107073892	144
gene-LOC107073894	LOC107073894	308
gene-LOC107073895	LOC107073895	124
gene-LOC107073896	LOC107073896	155
gene-LOC107073916	LOC107073916	640
gene-LOC107073952	LOC107073952	574
gene-LOC107072263	LOC107072263	7
gene-LOC107074014	LOC107074014	892
gene-LOC107073897	LOC107073897	402
gene-LOC107073898	LOC107073898	766
gene-LOC107073900	LOC107073900	3
gene-LOC107072266	LOC107072266	0
gene-LOC107074024	LOC107074024	19
gene-LOC107073973	LOC107073973	249
gene-LOC107073974	LOC107073974	148
gene-LOC107073882	LOC107073882	168
gene-LOC107073884	LOC107073884	173
gene-LOC107073881	LOC107073881	634
gene-LOC107073885	LOC107073885	1129
gene-LOC107073977	LOC107073977	43
gene-LOC107073976	LOC107073976	87
gene-LOC107073975	LOC107073975	28
gene-LOC107073979	LOC107073979	214
gene-LOC107074007	LOC107074007	228
gene-LOC107074008	LOC107074008	106
gene-LOC107073838	LOC107073838	1125
gene-LOC107073840	LOC107073840	566
gene-LOC107072271	LOC107072271	1
gene-LOC107074021	LOC107074021	102
gene-LOC107073904	LOC107073904	175
gene-LOC107073905	LOC107073905	206
gene-LOC107073991	LOC107073991	1113
gene-LOC107073842	LOC107073842	385
gene-LOC107073845	LOC107073845	36
gene-LOC107073841	LOC107073841	1112
gene-LOC107073844	LOC107073844	297
gene-LOC107073843	LOC107073843	47
gene-LOC107073847	LOC107073847	65
gene-LOC107073846	LOC107073846	41
gene-Trnas-aga-2	Trnas-aga	0
gene-LOC107073992	LOC107073992	848
gene-LOC107073917	LOC107073917	15802
gene-LOC107074022	LOC107074022	119
gene-LOC107073981	LOC107073981	124
gene-LOC107073958	LOC107073958	143
gene-LOC107073959	LOC107073959	133
gene-LOC107073830	LOC107073830	212
gene-LOC107073829	LOC107073829	90
gene-LOC107073827	LOC107073827	181
gene-LOC107073828	LOC107073828	24
gene-LOC107073832	LOC107073832	105
gene-LOC107073833	LOC107073833	23
gene-LOC107073834	LOC107073834	1990
gene-LOC107073836	LOC107073836	10
gene-LOC107073835	LOC107073835	12
gene-LOC107073837	LOC107073837	119
gene-LOC107073969	LOC107073969	133
gene-LOC107073970	LOC107073970	95
gene-LOC107072278	LOC107072278	0
gene-LOC107073800	LOC107073800	292
gene-LOC107073802	LOC107073802	525
gene-LOC107073804	LOC107073804	982
gene-LOC107073801	LOC107073801	1377
gene-LOC107074005	LOC107074005	88
gene-LOC107073812	LOC107073812	125
gene-LOC107073813	LOC107073813	118
gene-LOC107073814	LOC107073814	265
gene-LOC107073815	LOC107073815	11
gene-LOC107073816	LOC107073816	161
gene-LOC107073817	LOC107073817	1536
gene-LOC107073818	LOC107073818	51
gene-Trnat-agu-2	Trnat-agu	0
gene-Trnac-gca	Trnac-gca	0
gene-LOC107073999	LOC107073999	74
gene-LOC107074013	LOC107074013	2604
gene-LOC107072845	LOC107072845	180
gene-LOC107072818	LOC107072818	1442
gene-LOC107072875	LOC107072875	182
gene-LOC107072890	LOC107072890	26
gene-LOC107072915	LOC107072915	745
gene-LOC107072293	LOC107072293	152
gene-LOC107072298	LOC107072298	14
gene-LOC107072921	LOC107072921	78
gene-LOC107072927	LOC107072927	41
gene-LOC107072939	LOC107072939	223
gene-LOC107072304	LOC107072304	824
gene-LOC107073889	LOC107073889	29
gene-LOC107073890	LOC107073890	1471
gene-LOC107073658	LOC107073658	1084
gene-LOC107074020	LOC107074020	155
gene-LOC107074009	LOC107074009	201
gene-LOC107073942	LOC107073942	289
gene-LOC107073941	LOC107073941	232
gene-LOC107073984	LOC107073984	72
gene-LOC107072312	LOC107072312	4
gene-LOC107073939	LOC107073939	28
gene-LOC107073940	LOC107073940	636
gene-LOC107072318	LOC107072318	0
gene-LOC107073811	LOC107073811	1924
gene-LOC107073954	LOC107073954	2291
gene-LOC107073953	LOC107073953	86
gene-LOC107073100	LOC107073100	1522
gene-LOC107072325	LOC107072325	11
gene-LOC107073106	LOC107073106	452
gene-LOC107073121	LOC107073121	38
gene-LOC107072330	LOC107072330	16
gene-LOC107073136	LOC107073136	160
gene-LOC107073129	LOC107073129	162
gene-LOC107073145	LOC107073145	58
gene-LOC107073152	LOC107073152	154
gene-LOC107073158	LOC107073158	422
gene-LOC107073166	LOC107073166	350
gene-LOC107073193	LOC107073193	311
gene-LOC107073184	LOC107073184	844
gene-LOC107073875	LOC107073875	124
gene-LOC107073874	LOC107073874	342
gene-LOC107073879	LOC107073879	107
gene-LOC107073878	LOC107073878	150
gene-LOC107073876	LOC107073876	13
gene-LOC107073880	LOC107073880	7
gene-LOC107073924	LOC107073924	287
gene-LOC107073926	LOC107073926	101
gene-LOC107073925	LOC107073925	30
gene-LOC107073927	LOC107073927	221
gene-LOC107073921	LOC107073921	66
gene-LOC107073344	LOC107073344	507
gene-LOC107073380	LOC107073380	257
gene-LOC107073400	LOC107073400	1195
gene-LOC107073406	LOC107073406	73
gene-LOC107073413	LOC107073413	137
gene-LOC107073433	LOC107073433	93
gene-LOC107073424	LOC107073424	198
gene-LOC107073441	LOC107073441	139
gene-LOC107072469	LOC107072469	9682
gene-LOC107072568	LOC107072568	104
gene-LOC107072553	LOC107072553	226
gene-LOC107072529	LOC107072529	1095
gene-LOC107072485	LOC107072485	166
gene-LOC107072338	LOC107072338	8
gene-LOC107072537	LOC107072537	45
gene-LOC107072495	LOC107072495	7
gene-LOC107072521	LOC107072521	73
gene-LOC107072540	LOC107072540	321
gene-LOC107072511	LOC107072511	185
gene-LOC107072342	LOC107072342	685
gene-LOC107073918	LOC107073918	349
gene-LOC107074017	LOC107074017	437
gene-LOC107073944	LOC107073944	70
gene-LOC107073945	LOC107073945	81
gene-LOC107073947	LOC107073947	359
gene-LOC107072348	LOC107072348	2
gene-LOC107072446	LOC107072446	68
gene-LOC107073964	LOC107073964	686
gene-Trnat-ugu	Trnat-ugu	0
gene-LOC107073886	LOC107073886	28
gene-LOC107073888	LOC107073888	850
gene-LOC107073972	LOC107073972	54
gene-LOC107073971	LOC107073971	185
gene-LOC107073987	LOC107073987	130
gene-LOC107073452	LOC107073452	126
gene-LOC107073456	LOC107073456	54
gene-LOC107073463	LOC107073463	63
gene-LOC107073488	LOC107073488	40
gene-LOC107073477	LOC107073477	121
gene-LOC107073502	LOC107073502	446
gene-LOC107073531	LOC107073531	114
gene-LOC107072459	LOC107072459	7
gene-LOC107074012	LOC107074012	280
gene-LOC107074001	LOC107074001	3
gene-LOC107074000	LOC107074000	37
gene-LOC107073956	LOC107073956	305
gene-LOC107073957	LOC107073957	163
gene-LOC107072451	LOC107072451	43
gene-LOC107073994	LOC107073994	152
gene-LOC107073996	LOC107073996	152
gene-LOC107073995	LOC107073995	431
gene-LOC107072363	LOC107072363	1
gene-LOC107072453	LOC107072453	34
gene-LOC107073928	LOC107073928	225
gene-LOC107073931	LOC107073931	59
gene-LOC107072370	LOC107072370	330
gene-LOC107073929	LOC107073929	80
gene-LOC107074003	LOC107074003	25
gene-LOC107074004	LOC107074004	19
gene-LOC107072377	LOC107072377	26
gene-LOC107073908	LOC107073908	257
gene-LOC107073910	LOC107073910	272
gene-LOC107072385	LOC107072385	107
gene-LOC107073911	LOC107073911	3
gene-LOC107073909	LOC107073909	29
gene-LOC107073988	LOC107073988	42
gene-LOC107073990	LOC107073990	204
gene-LOC107073643	LOC107073643	1067
gene-LOC107073622	LOC107073622	88
gene-LOC107073601	LOC107073601	1374
gene-LOC107073651	LOC107073651	0
gene-Trnam-cau	Trnam-cau	0
gene-LOC107073935	LOC107073935	4447
gene-LOC107073868	LOC107073868	204
gene-LOC107073869	LOC107073869	124
gene-LOC107073870	LOC107073870	163
gene-LOC107073871	LOC107073871	1017
gene-LOC107073872	LOC107073872	246
gene-LOC107073873	LOC107073873	361
gene-LOC107073980	LOC107073980	226
gene-LOC107072395	LOC107072395	0
gene-LOC107073919	LOC107073919	213
gene-LOC107072411	LOC107072411	51
gene-LOC107073920	LOC107073920	279
gene-LOC107073901	LOC107073901	9307
gene-LOC107072417	LOC107072417	0
gene-LOC107073853	LOC107073853	33
gene-LOC107073848	LOC107073848	315
gene-LOC107073850	LOC107073850	457
gene-LOC107073852	LOC107073852	1024
gene-LOC107073849	LOC107073849	49
gene-LOC107073854	LOC107073854	12
gene-LOC107072440	LOC107072440	88
gene-LOC107073805	LOC107073805	112
gene-LOC107073807	LOC107073807	272
gene-LOC107073806	LOC107073806	1015
gene-LOC107073808	LOC107073808	410
gene-LOC107073809	LOC107073809	1652
gene-LOC107073810	LOC107073810	446
gene-LOC107073303	LOC107073303	12
gene-LOC107073264	LOC107073264	406
gene-LOC107073293	LOC107073293	90
gene-LOC107073279	LOC107073279	14
gene-LOC107073313	LOC107073313	283
gene-LOC107073321	LOC107073321	352
gene-LOC107073339	LOC107073339	13
gene-LOC107074010	LOC107074010	68
gene-LOC107073932	LOC107073932	255
gene-LOC107073933	LOC107073933	251
gene-LOC107073934	LOC107073934	728
gene-LOC107073819	LOC107073819	280
gene-LOC107073820	LOC107073820	76
gene-LOC107073821	LOC107073821	7
gene-LOC107072420	LOC107072420	63
gene-LOC107073826	LOC107073826	328
gene-LOC107073822	LOC107073822	1180
gene-LOC107073824	LOC107073824	13544
gene-LOC107073825	LOC107073825	559
gene-LOC107073903	LOC107073903	229
gene-LOC107073982	LOC107073982	6
gene-LOC107073983	LOC107073983	270
gene-LOC107072424	LOC107072424	60
gene-LOC107073539	LOC107073539	343
gene-LOC107073555	LOC107073555	41
gene-LOC107073568	LOC107073568	228
gene-LOC107073579	LOC107073579	32
gene-LOC107073586	LOC107073586	81
gene-LOC107073591	LOC107073591	226
gene-LOC107073232	LOC107073232	207
gene-LOC107073223	LOC107073223	112
gene-LOC107073213	LOC107073213	172
gene-LOC107072433	LOC107072433	1458
gene-LOC107073206	LOC107073206	2
gene-LOC107073238	LOC107073238	5
gene-LOC107073250	LOC107073250	325
gene-LOC107072952	LOC107072952	380
gene-LOC107072986	LOC107072986	61
gene-LOC107073012	LOC107073012	26
gene-LOC107073002	LOC107073002	833
gene-LOC107073042	LOC107073042	239
gene-LOC107073036	LOC107073036	106
gene-LOC107073049	LOC107073049	268
gene-LOC107072993	LOC107072993	134
gene-LOC107073029	LOC107073029	3
gene-LOC107073089	LOC107073089	106
gene-LOC107073096	LOC107073096	111
gene-LOC107072980	LOC107072980	583
gene-LOC107073020	LOC107073020	1266
gene-LOC107073965	LOC107073965	928
gene-LOC107074006	LOC107074006	121
gene-LOC107073963	LOC107073963	217
gene-LOC107074228	LOC107074228	37
gene-LOC107074027	LOC107074027	0
gene-LOC107074147	LOC107074147	481
gene-LOC107074149	LOC107074149	2
gene-LOC107074148	LOC107074148	4
gene-LOC107074123	LOC107074123	312
gene-LOC107074196	LOC107074196	25
gene-LOC107074139	LOC107074139	258
gene-LOC107074136	LOC107074136	42
gene-LOC107074137	LOC107074137	232
gene-LOC107074140	LOC107074140	27
